text,token,emoji,sentiment
Highest ever #Covid_19 recoveries in a single day in Pakistan. As recoveries reaches 236596. #coronavirus #Covid19 https://t.co/nUTDKkeZpx,highest ever #covid_19 recoveries in a single day in pakistan. as recoveries reaches 236596. #coronavirus #covid19 ,FALSE,Positive
"It’s #CSDDay here in Germany 🌈

Usually, the streets of #Berlin would be filled with a million people parading for… https://t.co/gpnCI4F9SG","it’s #csdday here in germany 🌈  usually, the streets of #berlin would be filled with a million people parading for… ",TRUE,Neutral
"#coronavirusindia More than 8,000 Maharashtra Police personnel have tested positive for the coronavirus so far. The… https://t.co/5Af1ba9e2U","#coronavirusindia more than 8,000 maharashtra police personnel have tested positive for the coronavirus so far. the… ",FALSE,Positive
"Please wear your masks, It has nothing to do with #COVID19...
_some of you are just scary 😭😭😭","please wear your masks, it has nothing to do with #covid19... _some of you are just scary 😭😭😭",TRUE,Negative
This👇👇😷😷 #COVID19 #highered #postsecondary #schoolopenings https://t.co/13w6bMXXq3,this👇👇😷😷 #covid19 #highered #postsecondary #schoolopenings ,TRUE,Neutral
"We will design and develop full website in PHP framework laravel.
Visit : https://t.co/sEOWwjcztT
#digitalmarketing… https://t.co/R7vRqpW7ej",we will design and develop full website in php framework laravel. visit :  #digitalmarketing… ,FALSE,Neutral
I guess they have excluded dentistry from pretty much everything else ❗️although I did have to ask my patient yeste… https://t.co/Nubx77yiAl,i guess they have excluded dentistry from pretty much everything else ❗️although i did have to ask my patient yeste… ,TRUE,Negative
"The #COVID19 pandemic has increased the vulnerability of children, women and older people to violence inside their… https://t.co/Aq5XHAlqCE","the #covid19 pandemic has increased the vulnerability of children, women and older people to violence inside their… ",FALSE,Negative
@AfricaFactsZone This is quite disappointing given that they had previously been ahead of the game with people reco… https://t.co/PQpNZZMX5k,@africafactszone this is quite disappointing given that they had previously been ahead of the game with people reco… ,FALSE,Negative
"*Single-day spike of 48,916 positive cases &amp; 757 deaths in India in the last 24 hours*

Total #COVID19 positive cas… https://t.co/d4MalaCiPL","*single-day spike of 48,916 positive cases &amp; 757 deaths in india in the last 24 hours*  total #covid19 positive cas… ",FALSE,Positive
"#Breaking: The positivity ratio in #Delhi is today at 5 per cent. The situation is satisfactory, but we have to be… https://t.co/jjT9dvJayw","#breaking: the positivity ratio in #delhi is today at 5 per cent. the situation is satisfactory, but we have to be… ",FALSE,Positive
"@TeamTrump @realDonaldTrump 🇺🇸🇺🇸 Very important. 

#PresidentTrump did not get to this up to now. Very important we… https://t.co/YIevTGqUJ5",@teamtrump @realdonaldtrump 🇺🇸🇺🇸 very important.   #presidenttrump did not get to this up to now. very important we… ,TRUE,Positive
Coronavirus: Luton mayor among councillors breaking lockdown rules at party as town placed on watchlist… https://t.co/MUJKB3Bk3R,coronavirus: luton mayor among councillors breaking lockdown rules at party as town placed on watchlist… ,FALSE,Positive
"#coronavirusindia Odisha records 1,320 new coronavirus cases on Saturday, taking its tally to 24,013, ANI reports,… https://t.co/AfdEcQ6VdW","#coronavirusindia odisha records 1,320 new coronavirus cases on saturday, taking its tally to 24,013, ani reports,… ",FALSE,Neutral
"Exactly. Nurses &amp; doctors have come out backing this up. Corruption., falsified diagnosis etc. #covid19 #covid_19… https://t.co/x6Ep3ZE6Fp","exactly. nurses &amp; doctors have come out backing this up. corruption., falsified diagnosis etc. #covid19 #covid_19… ",FALSE,Negative
"Top five states with most confirmed #COVID19 cases as of today. 

50% Democratic &amp; 50% Republican 

🔵 (CA) - Newsom… https://t.co/1ig6SCILeD",top five states with most confirmed #covid19 cases as of today.   50% democratic &amp; 50% republican   🔵 (ca) - newsom… ,TRUE,Positive
"Latest data of confirmed #COVID19 cases at 06:00 GMT, July 25:  World: 15,736,813
🇺🇸US: 4,112,529
🇧🇷Brazil: 2,287,4… https://t.co/q7M2JHT89o","latest data of confirmed #covid19 cases at 06:00 gmt, july 25:  world: 15,736,813 🇺🇸us: 4,112,529 🇧🇷brazil: 2,287,4… ",TRUE,Neutral
"@bigred193 @moneillsf Did you not know Winter is Coming, Masks &amp; Valyrian Steel Daggers is the way forward #COVID19… https://t.co/spcSjNNkRd","@bigred193 @moneillsf did you not know winter is coming, masks &amp; valyrian steel daggers is the way forward #covid19… ",FALSE,Neutral
"3 simple acts stop Covid-19 outbreaks, study finds: If people washed their hands regularly, wore masks, &amp; kept thei… https://t.co/sMKUgmyOie","3 simple acts stop covid-19 outbreaks, study finds: if people washed their hands regularly, wore masks, &amp; kept thei… ",FALSE,Negative
#COVID19 has brought global disruption in every sector. Technology industries are looking to shift away from cap-ex… https://t.co/EIV9hRjUNj,#covid19 has brought global disruption in every sector. technology industries are looking to shift away from cap-ex… ,FALSE,Negative
Faeroe Islands has no active cases of the novel coronavirus disease/COVID-19. #COVID19,faeroe islands has no active cases of the novel coronavirus disease/covid-19. #covid19,FALSE,Negative
#devmanavsewa #manavsewa #lockdown #thoughts #covid19 #thoughtoftheday #helpingothers #spiritualguru #motivater… https://t.co/nM9hwoS87l,#devmanavsewa #manavsewa #lockdown #thoughts #covid19 #thoughtoftheday #helpingothers #spiritualguru #motivater… ,FALSE,Neutral
@catturd2 It all depends what happens on November 3rd. The virus could magically disappear that night or it could s… https://t.co/5IjWZwgLwd,@catturd2 it all depends what happens on november 3rd. the virus could magically disappear that night or it could s… ,FALSE,Negative
Pre-TSD involves involuntary intrusive images &amp; flash-forwards of haunting events that could be experienced due to… https://t.co/AkXY7PshMK,pre-tsd involves involuntary intrusive images &amp; flash-forwards of haunting events that could be experienced due to… ,FALSE,Negative
"South Africa reports 13,944 new #COVID19 cases, setting a new record, along with 250 new deaths… https://t.co/2Y3ovOrslq","south africa reports 13,944 new #covid19 cases, setting a new record, along with 250 new deaths… ",FALSE,Neutral
Do you know a healthcare worker in your community? Reach out and thank them for their service and sacrifice. 👩‍⚕️… https://t.co/YuA9x94pRG,do you know a healthcare worker in your community? reach out and thank them for their service and sacrifice. 👩‍⚕️… ,TRUE,Positive
So if you already have #COVID19 antibodies should you take the vaccination when it becomes available or allow someo… https://t.co/Mr4YFBWCoD,so if you already have #covid19 antibodies should you take the vaccination when it becomes available or allow someo… ,FALSE,Positive
"@Solmemes1 @ArmyOfTrump1 Biden Put Dem In DEMentia .

Did I ever tell you about the Nurses at Walter Reed Medical C… https://t.co/OeA8Z79jnK",@solmemes1 @armyoftrump1 biden put dem in dementia .  did i ever tell you about the nurses at walter reed medical c… ,FALSE,Neutral
And we’re back to being bombarded by planes on landing approach to #Heathrow again. Every 2 minutes with out respit… https://t.co/abS3xhoNbf,and we’re back to being bombarded by planes on landing approach to #heathrow again. every 2 minutes with out respit… ,FALSE,Neutral
"#Odisha reported 10 more #Covid19 deaths, highest in a single day, taking the state's total death toll to 130, info… https://t.co/BYUIPWlBjc","#odisha reported 10 more #covid19 deaths, highest in a single day, taking the state's total death toll to 130, info… ",FALSE,Negative
"#COVID: 139 new #COVID19 cases reported in #Puducherry today till 10am, taking the total number of cases in the Uni… https://t.co/9J4CUQJ5o5","#covid: 139 new #covid19 cases reported in #puducherry today till 10am, taking the total number of cases in the uni… ",FALSE,Positive
"Heads up!  77 brands of #handsanitizer contain methanol. Methanol is made to be toxic. Sanitizer soaks in, and gets… https://t.co/TQSeL77ykL","heads up!  77 brands of #handsanitizer contain methanol. methanol is made to be toxic. sanitizer soaks in, and gets… ",FALSE,Neutral
"#CoronaVirusindia India reported 48,916 new coronavirus cases on Saturday, taking its overall tally to 13,36,861. T… https://t.co/Hz3g9RwirI","#coronavirusindia india reported 48,916 new coronavirus cases on saturday, taking its overall tally to 13,36,861. t… ",FALSE,Neutral
"#AmericasGreatestMistake 
@realDonaldTrump 

#COVID19 
145.000+ deaths in 4 months

Trump's face mask fiasco Lone R… https://t.co/dDTG9A4OEu",#americasgreatestmistake  @realdonaldtrump   #covid19  145.000+ deaths in 4 months  trump's face mask fiasco lone r… ,FALSE,Negative
"#Jenburkt Pharma launches #COVID19 drug at ₹39 per tablet.

https://t.co/vxEcwxKDfY

#sakal #sakaltimes #sakalnews… https://t.co/x5roJ2sKwX",#jenburkt pharma launches #covid19 drug at ₹39 per tablet.    #sakal #sakaltimes #sakalnews… ,FALSE,Neutral
"#Jenburkt Pharma launches #COVID19 drug at ₹39 per tablet.

https://t.co/OmwhBCoSGE

#sakal #sakalmedia #sakalnews… https://t.co/zk3XjrQmfw",#jenburkt pharma launches #covid19 drug at ₹39 per tablet.    #sakal #sakalmedia #sakalnews… ,FALSE,Neutral
"US recorded 75,200 new cases of #COVID19 today (4.1 Million total, 1/80 of population). 
 
CA recorded 9,718 new ca… https://t.co/my2TeJjSbk","us recorded 75,200 new cases of #covid19 today (4.1 million total, 1/80 of population).    ca recorded 9,718 new ca… ",FALSE,Neutral
PM Likely To Hold Talks With CMs To Discuss About COVID 19 Situations https://t.co/ARr0wiuiYY #Unlock3 #COVID19,pm likely to hold talks with cms to discuss about covid 19 situations  #unlock3 #covid19,FALSE,Neutral
India Records Around 1 Lakh #COVID19 Cases in Past 48 Hours; Total Infections Up to 13.36 Lakh… https://t.co/cmaxgcmXvK,india records around 1 lakh #covid19 cases in past 48 hours; total infections up to 13.36 lakh… ,FALSE,Neutral
US Olympic and Paralympic Committee officials launched a #COVID19 athlete assistance fund Thursday after a survey s… https://t.co/h1cb6cglbH,us olympic and paralympic committee officials launched a #covid19 athlete assistance fund thursday after a survey s… ,FALSE,Positive
America 🇺🇸 now. #covid19 #coronavirus https://t.co/aJNMkV9L5Y,america 🇺🇸 now. #covid19 #coronavirus ,TRUE,Neutral
"2,045 new cases and 19 new deaths in India 

[7:14 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","2,045 new cases and 19 new deaths in india   [7:14 gmt] #coronavirus #coronavirusupdate #covid19 #coronaviruspandemic",FALSE,Neutral
"139 new #COVID19 cases reported in Puducherry today till 10am, taking the total number of cases in the Union Territ… https://t.co/O9ZxcQL1nr","139 new #covid19 cases reported in puducherry today till 10am, taking the total number of cases in the union territ… ",FALSE,Positive
What a surprise!!!!!Pub hit by 16 confirmed coronavirus cases with drinkers urged to self-isolate #COVIDIOTS… https://t.co/9xDvUgW7Dr,what a surprise!!!!!pub hit by 16 confirmed coronavirus cases with drinkers urged to self-isolate #covidiots… ,FALSE,Neutral
Please Do Your Own Research..#ALLLivesMatter..#MaleSuicides #COVID19 #CoronaVirus #CoronaVirusAustralia https://t.co/IuMKB6GA1Y,please do your own research..#alllivesmatter..#malesuicides #covid19 #coronavirus #coronavirusaustralia ,FALSE,Positive
While other countries are creating palliatives to cushion the economic effect of #COVID19 Some gave out cash to the… https://t.co/aGZtZSY6GI,while other countries are creating palliatives to cushion the economic effect of #covid19 some gave out cash to the… ,FALSE,Positive
"3/5 how does the Ministry of Health get the numbers of recoveries, when they don't do second test? 
@nickmangwana t… https://t.co/9cXaASGkxp","3/5 how does the ministry of health get the numbers of recoveries, when they don't do second test?  @nickmangwana t… ",FALSE,Neutral
"German army dogs can smell #COVID19. Might be another interesting tool in the toolbox against this #pandemic

https://t.co/qaB3PjTcMA",german army dogs can smell #covid19. might be another interesting tool in the toolbox against this #pandemic  ,FALSE,Positive
"1/5 Dear Nick Mangwana and Ministry of Health
It's day 26 since she was in contact with a positive #COVID19 patient… https://t.co/3YVaGZsrCZ",1/5 dear nick mangwana and ministry of health it's day 26 since she was in contact with a positive #covid19 patient… ,FALSE,Positive
"Talking of a brand that can help maintain your hygiene both at home and at work, think of #VintangeSoap #COVID19… https://t.co/HmJfzZ6Ytf","talking of a brand that can help maintain your hygiene both at home and at work, think of #vintangesoap #covid19… ",FALSE,Positive
"@TruthAbtChina What a missed opportunity.

No doubt a wealth of information about how the #CCP are actively operati… https://t.co/KLZuoHullq",@truthabtchina what a missed opportunity.  no doubt a wealth of information about how the #ccp are actively operati… ,FALSE,Negative
"who would want this face mask design?

#mask #facemask #covid #covid19 #art #abstract #design https://t.co/xgemuxgPlv",who would want this face mask design?  #mask #facemask #covid #covid19 #art #abstract #design ,FALSE,Positive
be careful what yu eat remember we humans ain’t the only thing breathing in this world advise y’all get y’all #pets… https://t.co/jKEKx3OjXF,be careful what yu eat remember we humans ain’t the only thing breathing in this world advise y’all get y’all #pets… ,FALSE,Positive
IPL 2020: Watch for'em! You will not see these five iconic stars in IPL anymore https://t.co/M1zwH6WBJD #ipl2020… https://t.co/S2aNg9XxqZ,ipl 2020: watch for'em! you will not see these five iconic stars in ipl anymore  #ipl2020… ,FALSE,Neutral
Just read of a collective term for the generation of children conceived during #Covid19 lockdown - #BabyZoomers #NotBad,just read of a collective term for the generation of children conceived during #covid19 lockdown - #babyzoomers #notbad,FALSE,Neutral
"@Bill_Maxwell_ If someone will sit in line for 8 hours to get a #covid19 test, I'm sure they'll GLADLY do it to get… https://t.co/OHLxL26FRQ","@bill_maxwell_ if someone will sit in line for 8 hours to get a #covid19 test, i'm sure they'll gladly do it to get… ",FALSE,Positive
Trump: Make America WHITE Again! @whitepower357 #MAGA @BBCWorld https://t.co/INkjmt79ag #COVID19 @TLDEF @AOC @XXL… https://t.co/4oYMbrXHiq,trump: make america white again! @whitepower357 #maga @bbcworld  #covid19 @tldef @aoc @xxl… ,FALSE,Neutral
"#Covid19 : 105-year-old, Karnataka’s oldest patient dies
#CoronaPandemic 
https://t.co/7HwXrcKWgh","#covid19 : 105-year-old, karnataka’s oldest patient dies #coronapandemic  ",FALSE,Neutral
"Most poor people are the ones who claim to be too wise to invest into a platform that works for others* 

*Think Su… https://t.co/D7v3kLyCSu",most poor people are the ones who claim to be too wise to invest into a platform that works for others*   *think su… ,FALSE,Negative
"24th July #covid19 stats #worldwide. On deaths.
Please look after each other. Stay home if you're not well, wear a… https://t.co/a2hdGj0iTa","24th july #covid19 stats #worldwide. on deaths. please look after each other. stay home if you're not well, wear a… ",FALSE,Negative
"#COVID19 has thrown a major hit to the #Asian #sewingindustry as orders continue to dry up. 
#Bangladesh #Myanmar… https://t.co/ay2fuO8xro",#covid19 has thrown a major hit to the #asian #sewingindustry as orders continue to dry up.  #bangladesh #myanmar… ,FALSE,Neutral
"Kerala's post-#Covid19 development future: my talk &amp; discussion with the Public Policy Research Institute, Thiruvan… https://t.co/q9bb20QyWQ","kerala's post-#covid19 development future: my talk &amp; discussion with the public policy research institute, thiruvan… ",FALSE,Neutral
"These are the 10 most discussed tech topics during COVID-19  https://t.co/F1ZlmoHJmU via @wef 

#Tech #COVID19 #AI… https://t.co/99VIPm77dv",these are the 10 most discussed tech topics during covid-19   via @wef   #tech #covid19 #ai… ,FALSE,Neutral
"Gold, the traditional safe haven asset, has lost its glitter in the #Covid19 crisis; the Swiss franc, the US dollar… https://t.co/64Nedj8PrX","gold, the traditional safe haven asset, has lost its glitter in the #covid19 crisis; the swiss franc, the us dollar… ",FALSE,Negative
"#REGIONAL | COVID-19 Assam: 3 Patients Donate Plasma at GMCH 
#COVID19 #Assam #PlasmaBank #PlasmaTherapy #GMCH… https://t.co/kL3T1hl1U3",#regional | covid-19 assam: 3 patients donate plasma at gmch  #covid19 #assam #plasmabank #plasmatherapy #gmch… ,FALSE,Neutral
#PioneerOpinion by #HiranmayKarlekar: The world will ignore the shadow of #ClimateChange at its own peril. The mone… https://t.co/dcMdMO3toT,#pioneeropinion by #hiranmaykarlekar: the world will ignore the shadow of #climatechange at its own peril. the mone… ,FALSE,Negative
@MrOlmos @maddow Real warrior standing up for #america not @realDonaldTrump brown shirt @DHS_Wolf @DHSgov making Ru… https://t.co/2GbTZfOimc,@mrolmos @maddow real warrior standing up for #america not @realdonaldtrump brown shirt @dhs_wolf @dhsgov making ru… ,FALSE,Neutral
"Vijay Shalby Saves The Life Of A Corona Positive Patient

#AhmedabadFightsCorona #VijayShalby #COVID19 #ShalbyCare… https://t.co/owAyrnqUzo",vijay shalby saves the life of a corona positive patient  #ahmedabadfightscorona #vijayshalby #covid19 #shalbycare… ,FALSE,Positive
"The positivity ratio in Delhi is today at 5 per cent. The situation is satisfactory, but we have to be prepared: De… https://t.co/WbJErJlrBB","the positivity ratio in delhi is today at 5 per cent. the situation is satisfactory, but we have to be prepared: de… ",FALSE,Positive
"We, the students, are the future of our state, our country. If we become victims of the deadly virus #COVID19, and… https://t.co/zr23VpjJDH","we, the students, are the future of our state, our country. if we become victims of the deadly virus #covid19, and… ",FALSE,Negative
Going to my uncle’s memorial tomorrow. #COVID19 killed him. He didn’t want to die. He didn’t want to be cremated. B… https://t.co/ThH3sOxi7k,going to my uncle’s memorial tomorrow. #covid19 killed him. he didn’t want to die. he didn’t want to be cremated. b… ,FALSE,Negative
"Vijay Shalby Saves The Life Of A Corona Positive Patient

#AhmedabadFightsCorona #VijayShalby #COVID19 #ShalbyCare… https://t.co/F6sNJndanl",vijay shalby saves the life of a corona positive patient  #ahmedabadfightscorona #vijayshalby #covid19 #shalbycare… ,FALSE,Positive
"Because nothing is more ""Christian"" than wanting to give a whole bunch of people a deadly #Virus. Thank you,… https://t.co/4UxFWX9m7w","because nothing is more ""christian"" than wanting to give a whole bunch of people a deadly #virus. thank you,… ",FALSE,Positive
"France reports 1,130 new #COVID19 cases along with 343 new recoveries

https://t.co/i1BqItLdxr https://t.co/MPO38MyRz6","france reports 1,130 new #covid19 cases along with 343 new recoveries   ",FALSE,Neutral
"Melt Blown for Face Mask from CHINA
✔BFE&gt; 99%
✔ Packaging carton
✔ authentication SGS
👉Whatsapp/Wechat: 15390449444… https://t.co/BiXGy8WE9r",melt blown for face mask from china ✔bfe 99% ✔ packaging carton ✔ authentication sgs 👉whatsapp/wechat: 15390449444… ,TRUE,Neutral
Top NYC school NEST+M wants full-time remote learning next year https://t.co/DXwLDWsN6G via @nypmetro #COVID19… https://t.co/v8t0hdu2Pu,top nyc school nest+m wants full-time remote learning next year  via @nypmetro #covid19… ,FALSE,Positive
Hey everyone. So LONG story short... I finally ended a toxic relationship and my ex moved out. I needed a roommate… https://t.co/xTQ1EWDnoW,hey everyone. so long story short... i finally ended a toxic relationship and my ex moved out. i needed a roommate… ,FALSE,Neutral
"@LeslieLAllen2 @DonnaWR8 @slpeds @RealJamesWoods Biden Put Dem In DEMentia .

Did I ever tell you about the Nurses… https://t.co/In1WpAG1Cf",@leslielallen2 @donnawr8 @slpeds @realjameswoods biden put dem in dementia .  did i ever tell you about the nurses… ,FALSE,Neutral
"In #Gujarat, #India, 1068 new #Covid19 confirmed cases were reported in last 24 hours. Info from: Government of #India","in #gujarat, #india, 1068 new #covid19 confirmed cases were reported in last 24 hours. info from: government of #india",FALSE,Neutral
"CDC ends the #PCR Test narrative‼️ Important read! 
@FatEmperor @daniellevitt22 @MLevitt_NP2013 @va_shiva @kerpen… https://t.co/iWwSVOwQkH",cdc ends the #pcr test narrative‼️ important read!  @fatemperor @daniellevitt22 @mlevitt_np2013 @va_shiva @kerpen… ,TRUE,Positive
"We, the Students, are the future of our state, our country. If we become victims of the deadly virus #COVID19 and l… https://t.co/uniaqq7gE9","we, the students, are the future of our state, our country. if we become victims of the deadly virus #covid19 and l… ",FALSE,Negative
"Vietnam has reported no deaths from the virus. #Covid19 #coronavirus 

https://t.co/SFJQPpFo0h",vietnam has reported no deaths from the virus. #covid19 #coronavirus   ,FALSE,Negative
"A wave of new investors have hit the share market during the #lockdown to make some quick money, as the #Covid19 ou… https://t.co/OkSca8GZBu","a wave of new investors have hit the share market during the #lockdown to make some quick money, as the #covid19 ou… ",FALSE,Positive
"Creativity and innovation are about finding unexpected solutions to obvious problems, or finding obvious solutions… https://t.co/snYvxW2pWQ","creativity and innovation are about finding unexpected solutions to obvious problems, or finding obvious solutions… ",FALSE,Negative
The different measures put in place by countries to curb the spread of #COVID19 have had adverse effects on the min… https://t.co/hKGp00FBji,the different measures put in place by countries to curb the spread of #covid19 have had adverse effects on the min… ,FALSE,Negative
Guess what that #AirBridge is open #BorisJohnson still pushing his herd out to catch #COVID19  Check out this artic… https://t.co/GThqA5rzKv,guess what that #airbridge is open #borisjohnson still pushing his herd out to catch #covid19  check out this artic… ,FALSE,Neutral
Pilot of small plane killed in Kern County crash https://t.co/yljjAYNdaM  👈 click the link #plandemic #news #trump… https://t.co/FYp6kkhnsg,pilot of small plane killed in kern county crash   👈 click the link #plandemic #news #trump… ,TRUE,Negative
"McDonald's Just Made a Big Announcement.
#mcdonalds #pandemic #covid19 https://t.co/lzhIOyUZFm",mcdonald's just made a big announcement. #mcdonalds #pandemic #covid19 ,FALSE,Neutral
#India #coronavirus: 14-year-old sexually assaulted at #Delhi Covid-19 centre - BBC News #Covid19  https://t.co/PaJpn3Vokd,#india #coronavirus: 14-year-old sexually assaulted at #delhi covid-19 centre - bbc news #covid19  ,FALSE,Negative
"139 new #COVID19 cases reported in Puducherry today till 10am, taking the total number of cases in the Union Territ… https://t.co/IU5y5XmXmd","139 new #covid19 cases reported in puducherry today till 10am, taking the total number of cases in the union territ… ",FALSE,Positive
Death panels complements of @realDonaldTrump #coronavirus #COVID19 #TrumpVirus #Biden2020 https://t.co/w5TYzb0IG5,death panels complements of @realdonaldtrump #coronavirus #covid19 #trumpvirus #biden2020 ,FALSE,Negative
"As of Friday, Alameda Co. became the first #BayArea county to top 10,000 #COVID19 cases.
Health officials say the i… https://t.co/yUBeNqHml1","as of friday, alameda co. became the first #bayarea county to top 10,000 #covid19 cases. health officials say the i… ",FALSE,Positive
"#nCoVStats @HPI_DE daily #COVID19 report: Worldwide infections exceeded 15.7M, almost 300k new in the past 24hrs, e… https://t.co/mRVzEU0joZ","#ncovstats @hpi_de daily #covid19 report: worldwide infections exceeded 15.7m, almost 300k new in the past 24hrs, e… ",FALSE,Neutral
"Just watch it, don’t question it. #COVID19 MythBusters https://t.co/yrer9l4Y8X via @YouTube","just watch it, don’t question it. #covid19 mythbusters  via @youtube",FALSE,Neutral
Here’s How Congress Might Replace the Extra $600 Weekly Jobless Benefit https://t.co/8QYD8z6gIk #caresact… https://t.co/TPlIwKHEbD,here’s how congress might replace the extra $600 weekly jobless benefit  #caresact… ,FALSE,Positive
ok folks. time for me to take some time off. been such a frustrating week trying to convince and educate people abo… https://t.co/oQOlRiIZep,ok folks. time for me to take some time off. been such a frustrating week trying to convince and educate people abo… ,FALSE,Negative
"#Occupy: Remember: March 21, 2020, Bergamo, Italy.

Overwhelmed ICU's, Hospials &amp; Cremation Capacity.

Bergamo… https://t.co/iTWAeGL9kQ","#occupy: remember: march 21, 2020, bergamo, italy.  overwhelmed icu's, hospials &amp; cremation capacity.  bergamo… ",FALSE,Positive
"@sexenheimer Genuflecting, and then blatantly and arrogantly trying to flout the LAW and ignore the potential healt… https://t.co/AGDHJpTHDc","@sexenheimer genuflecting, and then blatantly and arrogantly trying to flout the law and ignore the potential healt… ",FALSE,Negative
"#Odisha: As many as 105 deaths have been reported in July, excluding the deaths of #COVID19 positive patients due t… https://t.co/AmAwLkD5Yq","#odisha: as many as 105 deaths have been reported in july, excluding the deaths of #covid19 positive patients due t… ",FALSE,Positive
Boris Johnson admits UK could have handled coronavirus outbreak better in early months https://t.co/xfCAsqht0G… https://t.co/YAlDCgx1LL,boris johnson admits uk could have handled coronavirus outbreak better in early months  ,FALSE,Positive
#Breaking : Hong Kong records fourth consecutive day of 100-plus new #Covid19  infections https://t.co/jJUsJy33mq,#breaking : hong kong records fourth consecutive day of 100-plus new #covid19  infections ,FALSE,Neutral
What I love about this products is that is money back guaranteed #lockdown SA #COVID19,what i love about this products is that is money back guaranteed #lockdown sa #covid19,FALSE,Positive
"People just don’t want to learn that the COVID-19 virus is just a harmless cold virus!  #pathology, #COVID19,… https://t.co/t6phJANO6G","people just don’t want to learn that the covid-19 virus is just a harmless cold virus!  #pathology, #covid19,… ",FALSE,Positive
More flexibility in Industrial Relations is completely the opposite to what  we need. #Morrison clinging to a buste… https://t.co/O9WGCNpvRX,more flexibility in industrial relations is completely the opposite to what  we need. #morrison clinging to a buste… ,FALSE,Positive
"Taylor Swift's best song on #folklore is by-far Track 13: #epiphany it channels the energy, composing and productio… https://t.co/oImYh19uUN","taylor swift's best song on #folklore is by-far track 13: #epiphany it channels the energy, composing and productio… ",FALSE,Positive
"In #belgium when you go to the gym and you're training at, let's say, bench then you don't put on a mask. But when… https://t.co/OsJmb50YYT","in #belgium when you go to the gym and you're training at, let's say, bench then you don't put on a mask. but when… ",FALSE,Neutral
@citizentvkenya The best language that #KoT understands is this. Come out and speak for yourself. But as advised le… https://t.co/kM8kvplTFy,@citizentvkenya the best language that #kot understands is this. come out and speak for yourself. but as advised le… ,FALSE,Positive
"Order Your Medicines Onine &amp; Get 15℅ Discount on Medicines.
#stayhome #staysafe
Vasai-virar's First 24-Hr Service M… https://t.co/2ommJSdQ8s",order your medicines onine &amp; get 15℅ discount on medicines. #stayhome #staysafe vasai-virar's first 24-hr service m… ,FALSE,Neutral
"@MargieDemocracy #COVID19 
Can damage your organs!
#KidsStayHome 🙏🏽🇺🇸🙏🏽💙🙏🏽✌🏾",@margiedemocracy #covid19  can damage your organs! #kidsstayhome 🙏🏽🇺🇸🙏🏽💙🙏🏽✌🏾,TRUE,Negative
The #COVID19 pandemic has resulted in blood drive cancellations &amp; fewer places where individuals can #DonateBlood.… https://t.co/W1AVS8Hb0G,the #covid19 pandemic has resulted in blood drive cancellations &amp; fewer places where individuals can #donateblood.… ,FALSE,Neutral
The #COVID19 pandemic has resulted in blood drive cancellations &amp; fewer places where individuals can #DonateBlood.… https://t.co/hzfPoFaHZJ,the #covid19 pandemic has resulted in blood drive cancellations &amp; fewer places where individuals can #donateblood.… ,FALSE,Neutral
"139 new #COVID19 cases reported in Puducherry today till 10am, taking the total number of cases in the Union Territ… https://t.co/ZEF8NLDTYG","139 new #covid19 cases reported in puducherry today till 10am, taking the total number of cases in the union territ… ",FALSE,Positive
@SenRubioPress @SolomonYue @FoxNews The number of people failing to make the connection between the social instabil… https://t.co/9kLshoSIPn,@senrubiopress @solomonyue @foxnews the number of people failing to make the connection between the social instabil… ,FALSE,Negative
"The number of people failing to make the connection between the social instability in the West, and the #CCP's… https://t.co/tHIldkUSuU","the number of people failing to make the connection between the social instability in the west, and the #ccp's… ",FALSE,Negative
"PM Boris Johnson, while he attempts to blame the asymptomatic : ""Maybe there were things we could have done differe… https://t.co/u3Jxqubp0B","pm boris johnson, while he attempts to blame the asymptomatic : ""maybe there were things we could have done differe… ",FALSE,Negative
"🔴Total #COVID19 positive cases stand at 1,336,861 including 456,071 active cases, 8,49,431 cured/discharged/migrate… https://t.co/g8Lu7KHbUg","🔴total #covid19 positive cases stand at 1,336,861 including 456,071 active cases, 8,49,431 cured/discharged/migrate… ",TRUE,Positive
"COVID-19: Two deaths, 34,826 recoveries
https://t.co/5agUHB6ymI
#TheDailyTribune #NewsofBahrain #LatestNews… https://t.co/68HiUlEQkg","covid-19: two deaths, 34,826 recoveries  #thedailytribune #newsofbahrain #latestnews… ",FALSE,Neutral
"1,320 new #COVID19 positive cases have been reported in Odisha, taking the total number of cases to 24,013 includin… https://t.co/HlICrq1Dyn","1,320 new #covid19 positive cases have been reported in odisha, taking the total number of cases to 24,013 includin… ",FALSE,Positive
Remember to take all precautions for your safety and the safety of others. Prioritize safety over everything… https://t.co/tvKhT2nERB,remember to take all precautions for your safety and the safety of others. prioritize safety over everything… ,FALSE,Positive
"Total #COVID19 positive cases in Maharashtra Police stand at 8,232 including 1,825 active cases, 6,314 recoveries a… https://t.co/1tdzN1hKH5","total #covid19 positive cases in maharashtra police stand at 8,232 including 1,825 active cases, 6,314 recoveries a… ",FALSE,Positive
"Globally 🌐,
currently, someone recovers from #COVIDー19 roughly every 0.01 seconds.

📈Updated: ~24 Jul 2020 23:50:00… https://t.co/OTYlfrEIKY","globally 🌐, currently, someone recovers from #covidー19 roughly every 0.01 seconds.  📈updated: ~24 jul 2020 23:50:00… ",TRUE,Neutral
